text,label
" Kayyy XD Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven`t seen now XD",neutral
I`m calling your room-mate!!!,neutral
"Looking for desktop twitter app that will actually let you access URLs, any suggestions? I liked Twittle but no linking",neutral
Kinda meant mother. Im giving props to  for taking us,neutral
just got out of the pool!!   so fun..now gonna watch tv and do stuff on the computer. (:,positive
"had an eventful weekend and nice week off, looking forward to a final chill out day",positive
"Wooow, I haven`t charged my iPod Touch all day today, and it`s still ALIVE! That`s so coolio",positive
"Oh Top Gear (UK), how I love thee",positive
I think I`m gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy,neutral
the japanese exchange student is the cutest thing i`ve ever seen. seriously HAHA i want to put her in my pocket&keep her D:,positive
 Glad to hear the weather`s nice.  It`s rained just about every day for the last five days.  Not fun for exploring,neutral
 thanx for the bday wishes ray,positive
I soo wanna eat McDonalds Fries,neutral
"Killed a pigeon today  Thought it was going to move out the way of the car.. next thing I know, BANG feathers in the rear view mirror RIP",negative
" yea but that`s an old pic,  she looks a lot different now...she turned into such a beautiful women   I miss her A LOT!",neutral
" Haha! I can`t a good vid of it on tubey,you thugh",positive
just threw up,negative
" HA.. I look at Twitter games as harmless fun. Despite being author of Twitter book, I try to talk about other stuff",positive
Mr amp over heated,neutral
 someone`s horsing about. Btw Hubb feels the same about twitter. He`s naming  as the other party,neutral
 that`s cuz you`re cruising the twitter #nightshift now,neutral
" - Aww, yeah, dear Nicky  .",neutral
 courtney seems like a cool chick & shes pretty,positive
had a wonderful evening with those I love!,positive
" LMOA! i just quit one of mine, too much stress",negative
"So, I`m at the point now that it has become apparent that having a degree means jack ****.",negative
 too late!  already finished the chapter and posted it!,neutral
"just found out I won`t be tweeting from ,my phone in Scotland, different networks    I was going to upload photos to twitpic, sorry",negative
 Stu Lantz is awesome! I miss Chick Hearn tho,neutral
 so sad emma  u sad to be leaving the show? ****,negative
" I bet you received lots of hit from that tweet; at work i cannot, wish i could",negative
in 7-11  w/o you,neutral
" well, so are you  but i managed to go to sleep for another couple of hours and wake up again while you`re still snoozing",neutral
_UK I`ll hopefully get a chance to play it tomorrow. Hope it`s good otherwise I`ve wasted so many points,positive
"Mary, Are you not receiving my texts????",neutral
today was interesting...,positive
i have a crush on someone!,positive
"wow, there`s still the void of whre thomas left  The heartache is never going to go away",negative
 hey you weirdo! haha jk! I love you!,positive
"says Finally, Im home.  http://plurk.com/p/rr121",neutral
"happy! did crepe, again!",neutral
Going to church in the morning...happy mommas day almost,positive
thinks tonight couldn`t have gone more perfect.,positive
 Thanks for the mascara input. It`s appreciated.,positive
Twitter is slow!,negative
getting ready for my first day at my new job,neutral
 you know you lvoe me!,positive
Happy Sammy is going 2 here 2morrow!! But unfortunatly I`m not gone be able 2 go 2 the club he performing @,neutral
home after a while out! i feel like a long skate seshion but got arrands to do,neutral
This is a much better tool than some I have come across http://www.tweepular.com - Twitter Karma on Steroids,positive
" yep and its freezing, i hate winter  im literally wearing blackets",negative
#vwll2009 Would one of the VWLLers want to add this event to our Ning?   http://bit.ly/BF5sh  Would much appreciate that,positive
_Rose *hugs* thanks. I don`t know how I`m going to fix this if I`m ever going to get my account back.,positive
Sleep. Work tomorrow.,neutral
Its cloudy outside,neutral
 Safe flight home to you and Jade   ****,positive
 you stop it,neutral
" Thanks al...i had a freakin ball!! great company, awesome venues....what more could a girl want?  love ya!!",positive
 I figured you`d be bouncing about it,neutral
Glad to see  and more Red Bull Air Racers here keeping us in the loop,positive
Think I have sunstroke.,neutral
Just got refused a bottle of morgan`s in tesco despite saying helen could verify my age...  shocking... Just left all the shopping! X,negative
Bottle of reisling this time... My favorite!,positive
 haha that`s way cool! Good morning,positive
"Please remember you need a helmet for the bike asap, talk to you later ok hope your head not to bad",neutral
 I still have them!! Yay! Gonna eat some now,positive
" OH SILENCE VERONA!  I AM WANTING TO GO   jaja, enjoyyitverymuch and bring me phothos of Danny and dougie ?",positive
"Wolverine was much fun, but Gambit was a bit disappointing.  Neither smooth nor Cajun enough for my taste. Pretty though",neutral
 My Friday made me miss high school,negative
 all tubes closed on 9th and 10th of june  any idea of how to get to the venue?,neutral
"After France I was gonna spend more time in the sun, to overcome my negative reaction to it. Yep, in Netherlands. Good luck to me",neutral
Im moving to canada,neutral
really really wants to go and see Coraline.,positive
Just got home from the BEA & it was kinda boring (2 me) this year  but hung out with some GREAT authors & co-workers!,neutral
_g my day just hasnt been the same without ur running conversation all day,neutral
in science class right now... urgh... stupid project.. don`t wanna go to track after school! too tired!  lol,negative
getting ready to drop off something to my man so he can hang out with a friend instead of me,neutral
 i wish you were in my class last year,positive
  so true...and so poetic! beautiful,positive
WHY DO I EVEN TRY... WHEN DEEP DOWN INSIDE I KNO THERE PAIN ON THE OTHER SIDE,negative
 Hey Pinky I ordered some stuff from that site you gave me. I got it yesterday in the mail so pretty  thanks,positive
'We did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet' finding nemo,neutral
ish okay my loveee,positive
he calls me bella,neutral
My blackberry is soon approaching her death,negative
 I would but you`re too far away,negative
Idk yet!!! _Gyrl I wanna go soon tho...but I want more tweeps to be there,neutral
"Plan, successful?",neutral
Wow. So I hate Staples right now. Majorly. Thanks for being complete fucktards and killing our productivity,negative
"Stoppped following ama, i really need a clean break... on another note, kate is being super nice right now  Off to work",positive
Happy Mother`s day to all mum`s in america,positive
  my cousins moved there like 2 years ago and I miss them so much. I was just looking at their facebook and now im sad,negative
Is wondering what happened to the sun? **** May grey!,negative
i hate my presentation  hahah whatever im glad its over,positive
" I`ve heard of disgruntled investors, but calling you a 'hoe'? That seems totally out of line",negative
I can`t believe tour is almost over,neutral
" Aaaah, the same old same, I see ^^ We share a mutual fate, my friend :*",neutral
Mmmmmm.... Coffee...,neutral
At least they ( kids) havnt gotten to big to still say mommy ILOVE YOU. AWWW they are so sweet. I am so lucky to have my kids.,positive
Really good night,positive
"Back from cycling 20 miles on virtually traffic free roads,the sun almost shining,new PB great start to the day",positive
Hi All!!  I have 2 daughters.. and my youngest turns 2 on Monday.. Where did the time go??  sniffle sniffle sob. sob.,negative
 I would never do such a thing!  The only thing more awesomerer is the 15 minute walk to work,neutral
Where is my bestie when i need him ,negative
I am beginning to think sun blcok is a haox.,negative
 I GET IT.  YOU ESPLAINED IT TO ME AWHILE AGO.,negative
 Wanted to get that piercing too but thought it would be distracting to others when I was giving presentations. U think?,neutral
" staying in, hve June exams 4 docent training class ,need to study  , we hvng zombie movie sunday aftrn, u both shld come over!",neutral
 Yes! I love him. I have seen the eps so many time that I quote his lines with him.,positive
"Ps Brian just announced his message title, 'what is in you will flow from you' My friend replied 'cheescake??' Ha!",neutral
" Yup, sometimes kc it`s raining here in Pque but in Las Pinas it`s not. So just wondering.",neutral
 i am glad cos u wouldnt lose me as a fan anyway  i get to see you guys on saturday evening at leicester  it better be good!,positive
is having carbonara for dinner made by my mum mom,neutral
  but that is the only logical reason why you`d get hollered at 3x in the past hour. but what is dnw?,neutral
 haha malamang as one of my chef.,neutral
 did you find the Colossus yet?,neutral
happy all my studying and all nighters payed off,positive
"so much for a day off- I`ve been on my feet, all over the place, all day!",neutral
it`s beeen onee year,neutral
"_mayer I`d like to see a picture of you, Carl and John where everyone can read from your faces you`re proud of and you love eachother",positive
"simple greetings from unexpected people can actually lighten our mood, doesn`**** ever happen to you?",positive
i wanna leave work already! Not feelin it 2day,negative
 My camera is brokennn,neutral
I really wish someone would make a groupchat theme for Adium suited for IRC. yMous has way too low contrast.,positive
"  good as, cya in melbourne",positive
"Scream just played on my iPod. First thing that comes to mind, BEAR MACHINEEEEE!!!! Lol",neutral
 again thanks to my dear neighboor who also gave me coffee when I needed it. She is the best,positive
Just back from bingo w/family -- I won over $1100! Fun night,positive
 LIKE DREW SAID 'GIVE TC A CHANCE' WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,negative
rec game....trying not to cry...the pain is to much..i need him...can`t lose him </3...my heart is breakingg,negative
 Sure. I`ll try n keep that up! =P You enjoy studying. Cya!,positive
 Naw.. it was pretty tame. Only 1 guy in costume.. a Voyager-style 'medical' uni. Disappointed there weren`t any more in costume.,neutral
morning twit-friends! welcome to my new followers,positive
"few grilled mushrooms and olives, feta cheese and coffee for breakfast.. should i try to sleep now..?",neutral
94 more days till BH comes back to LA,neutral
 lol i know  and haha..did you fall asleep?? or just get bored of shaun :p joke,negative
"i`m defying gravity. and nobody in alll of oz, no wizard that there is or was, is ever gonna bring me down",neutral
http://twitpic.com/663vr - Wanted to visit the animals but we were too late,negative
 in spoke to you yesterday and u didnt respond girl  wassup though!,neutral
So I get up early and I feel good about the day. I walk to work and I`m feeling alright. But guess what... I don`t work today.,positive
  enjoy ur night,positive
 wish we could come see u on Denver  husband lost his job and can`t afford it,negative
" I`ve wondered about rake to.  The client has made it clear .NET only, don`t force devs to learn a new lang  #agile #ccnet",negative
 Yay good for both of you. Enjoy the break - you probably need it after such hectic weekend  Take care hun xxxx,positive
 But it was worth it  ****.,positive
   All this flirting going on - The ATG smiles. Yay.  ((hugs)),neutral
